split_group_id,pair_count,gold_count,silver_count,bronze_count
group_1ed8188be56847dc9682,1,0,1,0
group_1edd6b22661fd336809c,1,0,1,0
group_1ee07003eb08f21620b0,1,0,1,0
group_1ee07069b7926dd16d04,1,0,1,0
group_1ee160d53d7ac966aa27,1,0,1,0
group_1ee1f41203921e33ff57,1,0,1,0
group_1ee3c2c05dd39369a457,1,0,1,0
group_1ee4e3d1c35770ce20c1,1,0,1,0
group_1ee7c6c7c5944c4bb588,1,0,1,0
group_1eeab096978552635f90,1,0,1,0
group_1eec6d650a938412e5e7,1,0,1,0
group_1eed275f20d90d946a00,1,0,1,0
group_1ef3cb21f949caaea240,1,0,1,0
group_1ef46745969ef1dcf017,1,0,1,0
group_1ef5b99967a834b3b482,1,0,1,0
group_1ef5d5bef9bb4fe80733,1,0,1,0
group_1ef6588644f94a9225c9,1,0,1,0
group_1ef6659861802047d7b9,1,0,1,0
group_1ef70531fca9495f9649,1,0,1,0
group_1ef829ea765429d5c03e,1,0,1,0
group_1ef95a712c4c27632aa4,1,0,1,0
group_1ef9d8edd21da9f034a2,1,0,1,0
group_1efaf4872c6346223285,1,0,1,0
group_1efc2a48ae452027f240,1,0,1,0
group_1efe5a6e95d2f29a510a,1,0,1,0
group_1efe7acee170130c4ce0,1,0,1,0
group_1efe8ed4c20a8528b13f,1,0,1,0
group_1efe8f5f4d0c824fdc32,1,0,1,0
group_1efeb7ead81c47d6ae88,1,0,1,0
group_1eff25bfe20cfc43a062,1,0,1,0
group_1f01d17b1f845f543bd1,1,1,0,0
group_1f020770fc9595034711,1,0,1,0
group_1f026c225b627a10e6fd,1,0,1,0
group_1f02c54a63b4266904dc,1,0,1,0
group_1f034e3c7c7b03451013,1,0,1,0
group_1f049b7fce2df5470eaa,1,0,1,0
group_1f04a2145a6b7f390f05,1,0,1,0
group_1f085fab123eb047a457,1,0,1,0
group_1f0922cd9eff819bd9fa,1,0,1,0
group_1f09480abaa17bac26d0,1,1,0,0
group_1f09aef7aeecb3c56ca6,1,0,1,0
group_1f0a6265ba9fd6ead5fb,1,0,1,0
group_1f0a8fa0853e0f163764,1,0,1,0
group_1f0b08ad429cda90bfc9,1,0,1,0
group_1f0e9a8acb247230071a,1,0,1,0
group_1f1031104e497aec4148,1,0,1,0
group_1f115826f7b0f0e24950,1,0,1,0
group_1f12cdf2deea18a5cd37,1,0,1,0
group_1f135159fe39721c1294,1,0,1,0
group_1f149462b702d57e77b9,1,0,1,0
group_1f159eb8dd5d84856edd,1,0,1,0
group_1f16b4d1d754f9b21cf5,1,0,1,0
group_1f16ecfc1a3805ae7431,1,0,1,0
group_1f172f75ba350ebebe82,1,0,1,0
group_1f17ecf1192d60c89570,1,0,1,0
group_1f1a8561b9a80e1265b1,1,0,1,0
group_1f1afcc920d164b3dda4,1,0,1,0
group_1f1b613456bcbd6f7682,1,1,0,0
group_1f1bdf7ea34ffae060d7,1,0,0,1
group_1f1e8569f136fedc5143,1,0,1,0
group_1f1e9212b67ff8db891d,1,0,1,0
group_1f1ea82c2eb7dc478dc2,1,0,1,0
group_1f1f69b184f0c8d38056,1,0,1,0
group_1f20c0b62c0d1b48359f,1,0,0,1
group_1f21204f7b03dc25a407,1,0,1,0
group_1f22647b292feb99e4b4,1,0,1,0
group_1f2386b71474d846a953,1,0,1,0
group_1f23c736e3eaba7a3d16,1,0,1,0
group_1f240e1661ea3d5b7283,1,0,1,0
group_1f27c40b0985f4e5470a,1,0,1,0
group_1f29125b5102af7df1b7,1,0,1,0
group_1f2926670a7fd25fa50f,1,0,1,0
group_1f29b74a120a3912231b,1,0,1,0
group_1f29daa30674d4cd2849,1,0,0,1
group_1f2a1d40efede7592d35,1,0,1,0
group_1f2ded8fb9c542870c43,1,0,1,0
group_1f2ebbb3016411af9072,1,0,1,0
group_1f2ebc31b0956d707ca5,1,0,0,1
group_1f2ef06b7387342f883c,1,0,1,0
group_1f30c60c52bf098f4148,1,0,1,0
group_1f3251ebfdf25939c93f,1,0,1,0
group_1f327e33da495b68ab67,1,0,0,1
group_1f32ac2a5ef7be3c5cdc,1,0,1,0
group_1f3597b78b868d9454f6,1,0,1,0
group_1f38f556da993edaddf7,1,0,1,0
group_1f3acacae2e78261a5f7,1,0,1,0
group_1f3b050433cbcc1325d3,1,0,1,0
group_1f3b90d1b763223b95a3,1,0,1,0
group_1f3c5d25a2ddb382e6bd,1,0,1,0
group_1f3df884eae2b4e475a4,1,0,1,0
group_1f3e50d89d836aaf5d24,1,0,1,0
group_1f3ea2bfe6ee8e7c6da5,1,0,1,0
group_1f3fcfe34425e905f684,1,0,1,0
group_1f3ffbe5c3a118420017,1,0,1,0
group_1f402d54f759d14f5d2a,1,0,1,0
group_1f40456622078e2baa25,1,0,1,0
group_1f40b2d02b5b368c068f,1,0,1,0
group_1f417d632ed6c158e870,1,0,1,0
group_1f435d25bc18c1c8a608,1,0,1,0
group_1f441f28d8d79d78425d,1,0,1,0
group_1f47124fa58a54d6cb96,1,0,1,0
group_1f471b858f4e7103d369,1,0,1,0
group_1f4d4533609b939acee0,1,0,1,0
group_1f4ee59f30b26489be6c,1,0,1,0
group_1f4f3802135d9229e4dc,1,0,1,0
group_1f5063ed81e12dbe15cd,1,0,1,0
group_1f50a007c1ba61add9ec,1,0,1,0
group_1f50af1d005c59d60e35,1,0,1,0
group_1f50ec4712f0d3995846,1,0,1,0
group_1f513acde5f71f020c96,1,0,1,0
group_1f525c51091b3b567b6d,1,0,1,0
group_1f5277af961bc40faf14,1,0,1,0
group_1f52868070e5e6e6c5af,1,0,1,0
group_1f55b40134557d434be7,1,0,1,0
group_1f5631cf92d594bbb5f9,1,0,1,0
group_1f567f473ac8b1cbce74,1,0,1,0
group_1f56e886ad09de39a9fd,1,0,1,0
group_1f58df71e10c455b257b,1,0,1,0
group_1f58e8311f4ce9beffce,1,0,1,0
group_1f59947d4154d58ef187,1,0,1,0
group_1f59b7479e98c1d4ad75,1,0,1,0
group_1f5f28b823d36dff76a9,1,0,1,0
group_1f5fab3a82c5a0b93030,1,0,1,0
group_1f60f218d1c368beca9d,1,0,1,0
group_1f6110db14cf263b342d,1,0,1,0
group_1f61236eb7cd8d087d79,1,0,1,0
group_1f61777421e73017cffc,1,0,1,0
group_1f620e2dbfaebee95b31,1,0,1,0
group_1f640add3bb074679efc,1,0,1,0
group_1f649bcf053bbd856f38,1,0,1,0
group_1f653de2b364f5f97498,1,0,1,0
group_1f65e253ff90b6196679,1,0,1,0
group_1f666104d56e90c72ae8,1,0,1,0
group_1f672074812a73be187b,1,0,1,0
group_1f6a9c9d8c2620526494,1,0,1,0
group_1f6b227cb77da2cc6c91,1,0,1,0
group_1f6b9e4dabf34777bae1,1,0,1,0
group_1f6d2b90a52840496808,1,0,1,0
group_1f6d8e21e8fe2ee960be,1,0,1,0
group_1f6e257bcf5b6171de9f,1,0,1,0
group_1f6ebba12a4d13934504,1,0,1,0
group_1f6f5e1a584e36bbaf38,1,0,1,0
group_1f7023fad9e99c7c6bee,1,0,1,0
group_1f7057e29c57857fd3df,1,0,1,0
group_1f710ee60c89428e95ca,1,0,1,0
group_1f73619ba70238f20d44,1,0,1,0
group_1f73eb2f5c2427815ddd,1,0,1,0
group_1f7780f6e09d2491d8ab,1,0,1,0
group_1f7ab1f501db09f7ac7a,1,0,1,0
group_1f7ac78781af46a7496a,1,0,1,0
group_1f7b1890ef178be64ad1,1,0,1,0
group_1f7b80bb3eba786bdbb3,1,0,1,0
group_1f7b943ecf6bc3aab3b9,1,0,1,0
group_1f7b971c73b8d56f58e4,1,0,1,0
group_1f7c2482974587fa4604,1,0,1,0
group_1f7cadcd2e557343330a,1,0,1,0
group_1f7dfef3da96ae589f58,1,0,1,0
group_1f7f80bf6d8df262ce3d,1,0,1,0
group_1f7fec5fbe528bd96b95,1,0,1,0
group_1f803d2a15fdb5aedb01,1,0,1,0
group_1f80ce296f90ae3b5960,1,0,1,0
group_1f819fc94413b327bb97,1,0,1,0
group_1f83235a4d72c1a542bc,1,0,1,0
group_1f83a23ef0097919c01e,1,0,1,0
group_1f84d1a2daa7e91b3e52,1,0,1,0
group_1f853f7033ca4fa5e99d,1,0,1,0
group_1f876aadd10f0433ac43,1,0,1,0
group_1f890abf73ef39cc2411,1,0,1,0
group_1f89163fa7369f150d3f,1,0,1,0
group_1f897aaf03f7a8b7a1b9,1,1,0,0
group_1f8c365b2e15fbbd06b0,1,0,1,0
group_1f8c73c446b74055d957,1,0,1,0
group_1f8db5552a7ab559b7d0,1,1,0,0
group_1f8ec8a5012169e94b26,1,0,1,0
group_1f8f46812c2bcee4cd2b,1,0,1,0
group_1f8f8c1eb88fe241c2a7,1,0,1,0
group_1f90ba9e29cf84f9d1b8,1,0,1,0
group_1f919698d5954a4b5deb,1,0,1,0
group_1f952162c59e2ba6216e,1,0,1,0
group_1f95fdfea3d8f758b964,1,0,1,0
group_1f969902776a832cc470,1,0,1,0
group_1f98242d2a8882486244,1,0,1,0
group_1f98e0c2700824ef75c6,1,0,1,0
group_1f993552ebc9a45998f0,1,0,1,0
group_1f9984f8e0a1cf4b5698,1,0,1,0
group_1f9a356a57b3f3875c05,1,0,1,0
group_1f9ba46aa25cd81a80e0,1,0,1,0
group_1f9db25a4bbcf6547bce,1,1,0,0
group_1f9e05cc5d5e9b19c375,1,0,1,0
group_1f9e2ba7aa9424c9c50f,1,0,1,0
group_1f9e96bdedf573ac66d7,1,0,1,0
group_1f9f5a3d90b872e1a5d0,1,0,1,0
group_1fa0d3cdafacd1e0a9fc,1,0,1,0
group_1fa107b3422e87ee1685,1,0,1,0
group_1fa1c4ff9aa612d51260,1,0,1,0
group_1fa22e0d0d7a197d9183,1,0,1,0
group_1fa3c43aac3816f1b9a6,1,0,0,1
group_1fa5e8a888764ef6051b,1,0,1,0
group_1fa6074b108dd263c69d,1,0,1,0
group_1fa6276191d208b3a599,1,0,1,0
group_1fa78b7e118060638b59,1,0,1,0
group_1fa9021e9a4c15d010e1,1,0,1,0
group_1fa90591408e6ef04597,1,0,1,0
group_1fab44263089a6d78361,1,0,1,0
group_1fabc50b24c9009ac5fc,1,0,1,0
group_1fadc4776d4b7dae0089,1,0,1,0
group_1fb132c374e0d587bf52,1,0,1,0
group_1fb2ab1f1017935cb97f,1,0,1,0
group_1fb34580f43321a99b70,1,0,1,0
group_1fb36301af3620d3108d,1,0,1,0
group_1fb37e883b2d2309f63a,1,0,1,0
group_1fb66497b1a321779103,1,0,1,0
group_1fba2b0587854fcc25f7,1,0,1,0
group_1fba56c41d925a178424,1,0,1,0
group_1fbab2748c1c336d2c1f,1,0,1,0
group_1fbdf2f9b5d1595eae4d,1,0,1,0
group_1fbe01dc0ae7f1bfa103,1,0,0,1
group_1fbebeacacc87ee1faa7,1,0,1,0
group_1fbf2e7e227a2e6b642b,1,0,1,0
group_1fbf387e9fdb972a3cff,1,0,1,0
group_1fbf5095f378144dd2fb,1,0,1,0
group_1fc0e9de209e94893332,1,0,1,0
group_1fc27f30a2b1acfa74e3,1,0,1,0
group_1fc2d353bf2a04779229,1,0,1,0
group_1fc39ed25b0952207721,1,0,1,0
group_1fc507c6f36fd28937df,1,0,1,0
group_1fc508bf7fa2bcbe2a8f,1,0,1,0
group_1fc5fea21121464e050d,1,0,1,0
group_1fc6b7a5d845524ac71e,1,0,1,0
group_1fc7e9f1d3ca5e1cd9ff,1,0,1,0
group_1fc8f63c8c03fbb06db6,1,0,1,0
group_1fcae98df348c39bc41f,1,1,0,0
group_1fcbbc9f8530fcbc1908,1,0,1,0
group_1fcd8063ff10ca483b35,1,0,1,0
group_1fcdbf53bf77c7277cfb,1,0,1,0
group_1fce19eb3646272d5415,1,0,1,0
group_1fced401c2fd7b60cc2a,1,0,1,0
group_1fd09a58867ddc52db8c,1,0,1,0
group_1fd0bfb2dca292c2d0a9,1,1,0,0
group_1fd0e479e6b3f12de1ad,1,0,1,0
group_1fd1e32187ec03a6c905,1,0,1,0
group_1fd2821a68a3dfa56b59,1,0,1,0
group_1fd3ba143f3141512e90,1,1,0,0
group_1fd5268a8dce7fc6e4f7,1,0,1,0
group_1fd5e6a03137ff57e8b7,1,0,0,1
group_1fda4680433877595b73,1,0,1,0
group_1fde6be4dfe2fbd42831,1,0,1,0
group_1fdf5182a7e44e46ffe9,1,0,1,0
group_1fe00cc6b325fb080fbc,1,0,1,0
group_1fe02fd522706326403b,1,0,1,0
group_1fe0e07149d5ece5828b,1,0,1,0
group_1fe4345789ece968b956,1,0,1,0
group_1fe4e335758f34d25747,1,0,1,0
group_1fe61a198140276c2950,1,0,1,0
group_1fe6fab1d896dd41ed79,1,0,1,0
group_1fe77cedfe1e3849e7e9,1,0,1,0
group_1fe98419d2d95c67df66,1,0,1,0
group_1fea0f700cf4c1f5c432,1,0,1,0
group_1feb0562aa5356bf55e6,1,0,1,0
group_1feb88d8fc37bdcbee48,1,0,1,0
group_1fecb4f149e34597ac48,1,1,0,0
group_1fed73bf0ba167272c85,1,0,1,0
group_1fed8199e95b909765f4,1,0,1,0
group_1fee124fb41c781f2dd8,1,0,1,0
group_1ff05cba9a2bf50f2e7a,1,0,1,0
group_1ff3e03d3a94bd06f508,1,0,1,0
group_1ff502c295fc4cede71b,1,0,1,0
group_1ff6755f99255efc0407,1,0,1,0
group_1ff6854b0bdb3bded35b,1,0,1,0
group_1ff6f44786a84cb88ec0,1,0,1,0
group_1ff7ef61724c8b36fdfc,1,1,0,0
group_1ff82dca8fecdcc58816,1,0,1,0
group_1ffb245205dfbf364cf4,1,0,1,0
group_1ffbf315e299aeab56c9,1,0,1,0
group_1ffce6e9e997deaf4966,1,0,1,0
group_20000ede3c9873126238,1,0,1,0
group_2000c08a0c801d204205,1,0,1,0
group_2001ed47600583823b4f,1,0,1,0
group_20020b947e976400d29b,1,0,1,0
group_200219eecdc9cce7e3d2,1,0,1,0
group_20030dd3038d5a8823be,1,0,1,0
group_2003992e819eef16c5ba,1,0,1,0
group_2003db5e453a2a05ed84,1,0,1,0
group_2003f936c1b8a8b36ce7,1,0,1,0
group_2004d8c1e824e46f131e,1,0,1,0
group_200695d6cb8a6a05709e,1,0,1,0
group_2009d5fdc44407ab3fff,1,0,1,0
group_200ae252b37833159c4f,1,0,1,0
group_200f20905e5d9463775d,1,0,1,0
group_200f41ac7cccb2476248,1,0,1,0
group_200fd6c6ec2a35853619,1,0,1,0
group_20111f4d127d751ba6dd,1,0,1,0
group_20112a677a489f6d1960,1,0,1,0
group_2011ad46824cf7c32a0a,1,0,1,0
group_2013694855f8850d8777,1,0,1,0
group_201498010e8b0adff7d1,1,0,0,1
group_2018a767bbdc270ac0c9,1,0,1,0
group_2019c2afa1d986d5a298,1,0,1,0
group_201bb65412ae38de64f3,1,0,1,0
group_201bd0bfe9bbfdbb7efa,1,0,1,0
group_201c3508d4c3646f23ba,1,0,1,0
group_201d73756f4bdd5b0705,1,0,1,0
group_201d9b32bc4e451a85b9,1,0,1,0
group_201da45db034702e8118,1,0,1,0
group_201e6d240d2015afd105,1,0,1,0
group_201e7b80a639221117a4,1,0,1,0
group_201ee7d24ca120040742,1,0,1,0
group_201f0e0868458ff763d4,1,0,1,0
group_201ffad363de911eecab,1,0,1,0
group_202175fa5c93ad546747,1,0,1,0
group_20232278222c911bcc0d,1,0,1,0
group_202371963529d87e0436,1,0,1,0
group_20237860b7c8c10bed00,1,0,1,0
group_20256a5c1d8ad4e539e9,1,0,1,0
group_202775e2eea17942a44c,1,0,1,0
group_2027810f9566c2fd5e67,1,0,1,0
group_2027e80dd007f09d7a4c,1,0,1,0
group_20287a8c39010eaef3a6,1,0,1,0
group_202882da40f0c504b819,1,0,1,0
group_20292528a195f41dddf3,1,0,1,0
group_2029ffa6f5cb729f4b23,1,0,1,0
group_202a4149963efae262cb,1,0,1,0
group_202b7c691e83c01423dc,1,0,1,0
group_202c8cbded213333c847,1,0,1,0
group_202cf07257e6d4bdaa56,1,0,1,0
group_202cf5bbaa8b627376ea,1,0,1,0
group_202e4a609dbf24466e77,1,0,1,0
group_202f7b6bc4d817aa8694,1,0,1,0
group_202fd6691b53241bf008,1,0,1,0
group_202fdfee5e7a4de8bbeb,1,0,1,0
group_2031d1c3535fddfe18d4,1,0,1,0
group_2034eaf562ad18ce62c5,1,0,1,0
group_2035189f28defa2c9dd7,1,0,1,0
group_203628c8c38e4718c3b9,1,0,1,0
group_203817078cff63202cba,1,0,1,0
group_203a0fa7aa91c017ebd0,1,0,1,0
group_203c76d3e52db35f0745,1,0,1,0
group_203cbb3e0c66242ff1c3,1,0,1,0
group_203d17255f179c297801,1,0,1,0
group_203d9af093520490cc10,1,0,1,0
group_203dcb926ba3d9724171,1,0,1,0
group_203e378764c32c691df9,1,0,1,0
group_204134de0bea7fa92a14,1,0,1,0
group_2042f70e06fcfe4afbff,1,0,1,0
group_20454942839cff5aaa22,1,0,1,0
group_204621e1193b85cf8b6a,1,0,1,0
group_2047976ae2fd2acc49c4,1,0,1,0
group_20482f22dfe2cc2ce028,1,0,1,0
group_20489528be25ab6859e3,1,0,1,0
group_204a880253ab4755b882,1,0,1,0
group_204ad34d38c21fa65202,1,1,0,0
group_204d03a743755531c31a,1,0,1,0
group_204d54844bbe2d52d999,1,0,1,0
group_204d900209aaf75b0360,1,0,1,0
group_204e172f7ba37e2025a8,1,0,1,0
group_204e380f0365179d18cc,1,0,1,0
group_204e3a3521abf25d3e98,1,0,1,0
group_20506b82deda8175b836,1,0,1,0
group_2050d6da73aad3b2ad70,1,0,1,0
group_2050dc07fcc805f0d7c6,1,0,1,0
group_20529e41349949a012c0,1,0,1,0
group_2052c1d998822a3d1d21,1,0,1,0
group_2052d30ebbee53ed0591,1,0,1,0
group_205329e3de3cc26ad138,1,0,1,0
group_205434fd69444c41c33c,1,0,1,0
group_20556930b5273457c50d,1,0,1,0
group_205626d6ecc29b60a612,1,0,1,0
group_2057bf1b424d6b25dba5,1,0,0,1
group_205834bf958e56aa848a,1,0,1,0
group_205866fd773ece473ca6,1,0,1,0
group_205a245a6acf4aa484dd,1,0,1,0
group_205b5bc62d03d66ec05b,1,0,1,0
group_205c3666257f7e36c93e,1,0,1,0
group_205d98f57a4f6d760d23,1,0,1,0
group_205e9764816b288c8b70,1,1,0,0
group_2060a5e440d812bd0187,1,0,1,0
group_20624d3414e750b05f08,1,0,1,0
group_20636f48ffc43e0fa1a9,1,0,1,0
group_2063748b384c7c26bd07,1,0,1,0
group_206495ff1836d19ec871,1,0,1,0
group_2064ca2d22d4b39850bd,1,0,1,0
group_2066e3fcc9dda058c4c5,1,0,1,0
group_20672455918a6648800c,1,0,1,0
group_2067d35fece7a6ede57b,1,0,1,0
group_206a74e68bd49a4e2491,1,0,1,0
group_206a997248f7b949ba82,1,0,1,0
group_206b0b6b518ce02a11aa,1,0,1,0
group_206c95593582b42bd863,1,0,1,0
group_2070f91337f718314733,1,0,1,0
group_20713f6df542387ab79b,1,0,0,1
group_2076af95255c963bde25,1,0,1,0
group_2077b02471b7efb7e926,1,0,1,0
group_20787e223fc8315be3cc,1,0,1,0
group_2078e4e40b4f39c8e38e,1,0,1,0
group_207986235d369c1f66c7,1,0,1,0
group_207ad19b82486d3f76dc,1,0,1,0
group_207b332d41468d606b64,1,0,1,0
group_207c4c6290ef4651f33e,1,0,1,0
group_207d57327a40dc214a34,1,0,1,0
group_207d8be9dacbc30a9ba4,1,0,1,0
group_207e908d98efde2177da,1,0,1,0
group_2083900ff44eb934e9cd,1,0,1,0
group_2083de6f6402866cd8d4,1,0,1,0
group_2084693830f400c782f4,1,0,1,0
group_20865d2e569fa8e0d12a,1,0,1,0
group_208807276755ecd843ce,1,0,1,0
group_2088992f442b3d8e1c05,1,0,1,0
group_2088c120baf0d3875d0a,1,0,1,0
group_208a995af5bcc7f4bfdf,1,0,1,0
group_208b9094d1579e10ae1c,1,0,1,0
group_208c185c64bb8a6ae13d,1,0,1,0
group_208cbb80f8af30810079,1,0,1,0
group_208cc74138450f1caaae,1,0,1,0
group_208dd13dc2103d4e61a0,1,0,1,0
group_208dd6c0bcb2b051fcbb,1,0,1,0
group_2095657ba81bf8923c36,1,0,1,0
group_2095b4ceed0b776dbd7c,1,0,1,0
group_2096097fddfcb4781134,1,0,1,0
group_2099a12f1883e75e93a7,1,0,1,0
group_209a667f07949f45c029,1,0,1,0
group_209dfd0ce5cdd8c6ca07,1,0,1,0
group_209e9451bd7e243b8142,1,0,1,0
group_20a108a7e7509381348c,1,1,0,0
group_20a33608e7b11531783d,1,0,1,0
group_20a3d8c1bd2282c60327,1,0,1,0
group_20a486daf9df647d9186,1,0,1,0
group_20a4f7d6d2c6ab42a573,1,0,1,0
group_20a6c1051e0ba9e6a7d7,1,1,0,0
group_20a6c93d77efbf2e2c04,1,0,1,0
group_20a725c8eb8915ba9657,1,0,1,0
group_20a72ab1c8315d3ed51c,1,0,1,0
group_20a78271b07cb29f18ff,1,0,1,0
group_20aa270eaa6782a81b40,1,0,1,0
group_20aa58066c24c5bbfdcf,1,0,1,0
group_20aae1f6a12b3f7a847c,1,0,1,0
group_20ac95e76cc9914152bb,1,0,1,0
group_20acf461ecbd2b95ad4a,1,0,1,0
group_20adc45dbe837f18a40d,1,0,1,0
group_20ae38a29226ffc947e0,1,0,1,0
group_20aeb74e4d5f2b899287,1,1,0,0
group_20af6763ec4d91e9c644,1,0,1,0
group_20afa179f1646b8bbf80,1,0,1,0
group_20b008eeb49ea9e55619,1,0,1,0
group_20b146f34635affb53ae,1,0,1,0
group_20b1a9b4405ea7ecfce9,1,0,1,0
group_20b28d7332bc9b6a1919,1,0,1,0
group_20b2e7237a63929596df,1,0,1,0
group_20b3f1dd22b590d96eb7,1,0,0,1
group_20b40e2a4e7784b95fa4,1,0,1,0
group_20b583585844631d5883,1,0,1,0
group_20b63cca302814116ce7,1,1,0,0
group_20b64080cd16e1355d42,1,0,1,0
group_20b7207c3e5e00edbc20,1,0,1,0
group_20b9c277939a931c675e,1,0,1,0
group_20ba6520d952389353ee,1,0,1,0
group_20bb1757a452e6330335,1,0,1,0
group_20bb2caf68ceb7dd6342,1,0,1,0
group_20bc69d589d9e01e97b9,1,0,1,0
group_20be1b0dbd73f038f1d2,1,0,1,0
group_20be46cae8896cb3b9d8,1,0,1,0
group_20beae84b5a0b837fdac,1,0,1,0
group_20c39b8b4cafc96c90ad,1,0,1,0
group_20c43dd34e326d570570,1,0,1,0
group_20c4918428f8036297a6,1,0,1,0
group_20c4be728489be636401,1,0,1,0
group_20c517e3b6b6e8f30aba,1,0,1,0
group_20c5cb66c49c61586dad,1,0,1,0
group_20c72c31d691a52ad711,1,0,1,0
group_20c7ad026658f4441a50,1,0,1,0
group_20c8dfcf51d1cac8fb7c,1,0,1,0
group_20c8f5b6853b84d8fde5,1,0,1,0
group_20ca8e4914f680af020d,1,0,1,0
group_20cadb51fd40e587b0d9,1,0,1,0
group_20cadebf2158dfea11f5,1,0,1,0
group_20cb238e3cef1c424563,1,0,1,0
group_20cc1bcfc3d214061914,1,0,1,0
group_20cc24b14e6950435bc7,1,0,1,0
group_20ce9d78a0d4ca13f6dc,1,0,1,0
group_20cfe95bd9c9bd804856,1,0,1,0
group_20d174951ec22bf814c4,1,0,1,0
group_20d367967c6a166b3423,1,0,1,0
group_20d3848598bef1b8b9ee,1,0,1,0
group_20d38b2548917ec3cce4,1,0,1,0
group_20d3c6bc1af52ac3d6bf,1,0,1,0
group_20d402d72ebbb46afc35,1,0,1,0
group_20d448559f526f29963b,1,0,1,0
group_20d5dc775d651ac4278e,1,0,1,0
group_20d6e326e882ba5c4f5d,1,0,1,0
group_20d8235d12e208d74419,1,0,1,0
group_20d8de9813db44d5fb1f,1,0,1,0
group_20db0ccf589c68d929ba,1,0,1,0
group_20db757034fa51d043f8,1,0,1,0
group_20dc5cd3e2bce211d02d,1,0,1,0
group_20dcaefaac0e0ae0b160,1,0,1,0
group_20dfd4590e256f7aee3b,1,0,1,0
group_20dff19d4a8c3f963d7e,1,0,1,0
group_20e039498204bfc85e8a,1,0,1,0
group_20e0ad6bc36e2e8c513c,1,0,1,0
group_20e26231baab19439178,1,0,1,0
group_20e2b5d6182d4188eb7e,1,0,1,0
group_20e3089cc0670762d874,1,0,1,0
group_20e5053e6f836c944e72,1,0,1,0
group_20e5946b9204eb35b91c,1,0,1,0
group_20e6aea5af12cf33a9a9,1,0,1,0
group_20e6b7c868bd999c9337,1,0,1,0
group_20e7c5b992d6f68e2f6c,1,0,1,0
group_20e8a85a396c286a69db,1,0,1,0
group_20e9b7948a4a5076ae9c,1,0,1,0
group_20eab209d2bf2a562da3,1,0,1,0
group_20ec076d4af984440224,1,0,1,0
group_20ec1c532b8d64d830e4,1,0,1,0
group_20ec61b95d0733cb7b81,1,0,1,0
group_20f134f8436b51854f33,1,0,1,0
group_20f498a2b87d7202059a,1,0,1,0
group_20f5ec23b3eea06369f0,1,1,0,0
group_20f62d01e7e9a1558291,1,0,1,0
group_20f68e698d31734b9198,1,0,1,0
group_20f7375849116a7e1183,1,0,1,0
group_20f74530a198ee11ba6a,1,0,1,0
group_20f98afb7e34ce815718,1,0,1,0
group_20fbbf9eb236325aa7f3,1,0,1,0
group_20fc56c7e6b4640040b3,1,0,1,0
group_20fc97dd22e8ba1e2d98,1,1,0,0
group_20fdcbc500aa7a23928e,1,0,1,0
group_20fddb3d644dd53136d5,1,0,1,0
group_20ff01927fedf3d4ea5d,1,0,1,0
group_20ff34138f4910462b73,1,0,1,0
group_2100709b5d00165c2001,1,0,1,0
group_21008460a17289ca329a,1,0,1,0
group_21014893fa265f1563f8,1,0,1,0
group_21015e46aa80c10e141f,1,0,1,0
group_21016f34efae5c8b4030,1,0,1,0
group_2101f4ad17f201ae1ad1,1,0,1,0
group_2101fa17d341fe343bfe,1,0,1,0
group_210393563278e5786485,1,0,1,0
group_2104389a0b4b1fa64e71,1,0,1,0
group_210474644eff45f41f73,1,0,1,0
group_21052db6ee370b2911c9,1,1,0,0
group_2105ca29fd9d802ba19a,1,0,1,0
group_2107ff619550b486ab05,1,0,1,0
group_2108bad1a909c22e5f89,1,0,1,0
group_2108c2847188870ac425,1,0,1,0
group_2108fdd210a00e8f85e9,1,0,1,0
group_21093bdc74bd704a5291,1,0,1,0
group_2109a8ec55aa1d999407,1,0,1,0
group_210cad9839a1feaee06d,1,0,1,0
group_210ddb9812cb72bc8442,1,0,1,0
group_210df0d2672748230b8b,1,1,0,0
group_210e8661d60160b08f2d,1,0,1,0
group_210e882f36e0577df244,1,0,1,0
group_210eccb836fe47cced79,1,0,1,0
group_210f0b371254e4a71ac7,1,0,1,0
group_210f794462cf97ece908,1,0,1,0
group_210fa1e6f7551eaf5825,1,0,1,0
group_211005e0fb77a9b700b4,1,0,1,0
group_2110e2138a3dfef0e19c,1,0,1,0
group_211173d49ddb6e3ade63,1,0,1,0
group_21129e73ddf32744e394,1,0,1,0
group_2112ecc21213cc395411,1,0,1,0
group_21138dcba3d42228f324,1,0,1,0
group_2114a87abb3f28fe3e21,1,0,1,0
group_21156cdee58cd8ac2a71,1,0,1,0
group_2115c9f985ec967402c9,1,1,0,0
group_2116db827246c8c33862,1,0,1,0
group_2117cb0689d14481ff5a,1,0,1,0
group_2119ed433298060fdcb5,1,0,1,0
group_211c6d8ef79f7400fa80,1,0,1,0
group_211d2ec8d9f942c21e26,1,0,1,0
group_211f313984f814e09577,1,0,1,0
group_211f6ca775cda4ba4565,1,0,1,0
group_211f8326cf0161b0237b,1,0,0,1
group_2123104c2955beddf1b3,1,0,1,0
group_2123fdd9a95a46c1e4b6,1,1,0,0
group_21249fe76c80162dcf5e,1,0,1,0
group_2124f93c7f46d71a17dd,1,0,1,0
group_212548c644a0ef6dbcec,1,1,0,0
group_21262d414422c840bf60,1,0,1,0
