en_id,en,uz_id,uz,uz_has_cyrillic
12474821,Prepare Tom for it.,12474907,Tomni u narsa uchun tayyorlang.,False
12474823,Tom owns a recording studio.,12474909,Tomning ovoz yozish studiyasi bor.,False
12474827,Tom's first novel was translated into six languages.,12474911,Tomning birinchi asari 6 ta tilga tarjima qilingan.,False
12474818,Tom has already chosen his successor.,12474915,Tom allaqachon o'z davomchisini tanlab bo'lgan.,False
12474791,Did you win the match?,12474916,O'yinni yutdingizmi?,False
12474864,Tom excels in his field.,12474917,Tom o'z sohasida juda yaxshi.,False
12794071,I think Tom is still at home.,12794207,"Menimcha, Tom hali ham uyda.",False
1064334,Do you know this song?,8824205,Bu qo'shiqni bilasanmi?,False
5975639,I don't like fish.,10852595,Baliqni yaxshi ko‘rmayman.,False
1334388,Who did you kill?,10476371,Kimni o'ldirding?,False
8023852,Who's the author of this book?,12205402,Bu kitobning muallifi kim?,False
57068,Who is the author of this book?,12205402,Bu kitobning muallifi kim?,False
6979834,I work as a cook.,12896843,Oshpaz bo‘lib ishlayman.,False
12894420,They spent all the money.,12897219,Ular hamma pulni sarflashdi.,False
12894420,They spent all the money.,12897220,Ular hamma pulni sarfladilar.,False
7088979,Why do you hate dogs so much?,12905917,Nega itlarni shunchalik yomon ko‘rasan?,False
6270947,Tom sold all his property.,12905919,Tom barcha mol-mulkini sotgan.,False
6270947,Tom sold all his property.,12905920,Tom barcha mol-mulkini sotdi.,False
54229,Come on in!,8824324,Kiring!,False
441964,Spring has come.,3835076,Bahor keldi.,False
11908318,I live between two worlds.,11909489,Ikki dunyo orasida yashayman.,False
13507064,I've got to read it.,13538320,Uni oʻqishim kerak.,False
13717728,I am writing a letter to my mom.,13719128,Onamga xat yozyapman.,False
13719978,I have a big car.,13720329,Mening katta mashinam bor.,False
13725499,I don't know who to believe anymore.,13725533,Endi kimga ishonishni bilmayman.,False
2362724,Good night.,13758141,Xayrli tun.,False
7822164,Goodnight.,13758141,Xayrli tun.,False
2549287,It's almost noon.,13758146,Deyarli peshin.,False
9767282,"You can come, too.",13778740,Sen ham kelolasan.,False
13850842,Who rules the world?,13851670,Dunyoni kim boshqaradi?,False
3824873,English is spoken everywhere.,13858675,Ingliz tilida hamma joyda gaplashiladi,False
8804638,How many sentences have you written today?,13884335,Kitobimni olib kel,False
11406523,We can buy a refrigerator.,13914978,Biz muzlatgich sotib olishimiz mumkin.,False
