eval_id,benchmark,pair_id,src_lang,tgt_lang,source,reference
ru-en-0165,flores_devtest,165,ru,en,"Начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными, чтобы избиратели и наблюдатели могли убедиться в том, что в начале голосования внутри нет конвертов и что к ним не добавлены какие-либо другие конверты, кроме конвертов тех людей, которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом.","Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters."
ru-en-0179,flores_devtest,179,ru,en,"Этот матч стал последним для ""Олл Блэкс"", уже завоевавших кубок две недели назад.","It was the final match for the All Blacks, who had already won the trophy two weeks ago."
ru-en-0195,flores_devtest,195,ru,en,"Фотограф был доставлен в медицинский центр имени Рональда Рейгана при  Калифорнийском университете в Лос-Анджелесе, где он впоследствии скончался.","The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died."
ru-en-0225,flores_devtest,225,ru,en,Рок-группа должна была гастролировать по США и Канаде до 16 сентября.,The rock band was due to tour the United States and Canada until September 16.
ru-en-0277,flores_devtest,277,ru,en,Полиция штата Мадхья-Прадеш вернула украденные ноутбук и мобильный телефон.,The Madhya Pradesh Police recovered the stolen laptop and mobile phone.
ru-en-0356,flores_devtest,356,ru,en,Для запуска в космос спутника или телескопа необходима гигантская ракета высотой более 100 футов.,It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.
ru-en-0364,flores_devtest,364,ru,en,Самки обычно находятся друг с другом в родстве и составляют большую семью сестёр и дочерей.,"The females are usually closely related to each other, being a large family of sisters and daughters."
ru-en-0397,flores_devtest,397,ru,en,"На земле Ханаана не было больших лесов, поэтому древесина была чрезвычайно дорогой.","There were no large forests in the land of Canaan, so wood was extremely expensive."
ru-en-0418,flores_devtest,418,ru,en,"Итальянская сборная по футболу, наряду с немецкой, является второй самой успешной командой в мире и в 2006 году выиграла Кубок мира ФИФА.","Italy's national football, along with German national football team is the second most successful team in the world and were the FIFA World Cup champions in 2006."
ru-en-0423,flores_devtest,423,ru,en,"Тайвань берёт своё начало много лет назад, в XV веке, когда европейские мореплаватели, проплывающие мимо, записали название острова как Ilha Formosa, или ""прекрасный остров"".","Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island."
ru-en-0439,flores_devtest,439,ru,en,Её всепроникающая сила коснулась каждого - от короля до простолюдина.,Its all-pervading power affected everyone from king to commoner.
ru-en-0442,flores_devtest,442,ru,en,Вскоре после начала военных действий Британия устроила морскую блокаду Германии.,"Soon after the outbreak of hostilities, Britain initiated a naval blockade of Germany."
ru-en-0447,flores_devtest,447,ru,en,"Познав ужасы и зверства Первой мировой войны, государства хотели избежать подобной ситуации в будущем.","After seeing the horrors and atrocities of war during World War I, nations desired to avoid such a situation again in the future."
ru-en-0449,flores_devtest,449,ru,en,"Он приехал в США с четырьмя центами в кармане, книгой стихов и рекомендательным письмом от Чарльза Бэтчелора, который был его начальником на предыдущей работе, к Томасу Эдисону.","He arrived in the US with 4 cents to his name, a book of poetry, and a letter of recommendation from Charles Batchelor (his manager in his previous job) to Thomas Edison."
ru-en-0491,flores_devtest,491,ru,en,В этот момент и произошел переход титула Столицы Моды от Константинополя к Парижу.,It was at this time that the transfer of the title of Fashion Capital from Constantinople to Paris was made.
ru-en-0502,flores_devtest,502,ru,en,"Представители определенной субкультуры зачастую заявляют о своей принадлежности через своеобразное и символичное использование стиля, в том числе через моду, манеры и жаргон.","Members of a subculture often signal their membership through a distinctive and symbolic use of style, which includes fashions, mannerisms, and argot."
ru-en-0512,flores_devtest,512,ru,en,Дети передаются под опеку по множеству разнообразных причин: от беспризорности до жестокого обращения и даже вымогательств.,"Children are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion."
ru-en-0540,flores_devtest,540,ru,en,"Тибетский буддизм основан на учениях Будды, но был дополнен махаянским путем любви и множеством техник индийской йоги.","The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga."
ru-en-0552,flores_devtest,552,ru,en,"В это же время немецкий военно-морской флот, используя в основном свои подводные лодки, пытался остановить это движение.","At the same time, the German navy, using mainly U-boats, was trying to stop this traffic."
ru-en-0631,flores_devtest,631,ru,en,"Население Ватикана составляет около 800 человек. Это самая маленькая независимая страна в мире, а также страна, имеющая наименьшее население.",Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.
ru-en-0632,flores_devtest,632,ru,en,В Ватикане используют итальянский язык в законодательстве и официальных сообщениях.,Vatican City uses Italian in its legislation and official communications.
ru-en-0636,flores_devtest,636,ru,en,"Философ Аристотель считал, что всё состоит из смеси одного или нескольких из четырёх элементов. Это были земля, вода, воздух и огонь.","Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire."
ru-en-0676,flores_devtest,676,ru,en,Появление новых технологий позволяет нам увидеть и исследовать невиданные ранее структуры и процессы мозга.,The rise of new technologies allows us to see and investigate brain structures and processes never seen before.
ru-en-0685,flores_devtest,685,ru,en,Выкладывание экскурсии в виртуальное пространство для всеобщего обозрения — это также отличный способ освежить в памяти экскурсию и поделиться своим полученными знаниями с будущими классами.,Sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes.
ru-en-0700,flores_devtest,700,ru,en,"Арабы также принесли в этот регион ислам, особенно он укоренился на Коморах и Майотте.","The Arabs also brought Islam to the lands, and it took in a big way in the Comoros and Mayotte."
ru-en-0704,flores_devtest,704,ru,en,Также полезно носить кольцо (только не слишком дорогое на вид).,It is helpful to also wear a ring (just not one that looks too expensive.
ru-en-0717,flores_devtest,717,ru,en,"В связи со своей относительной недоступностью, ""Тимбукту"" стал метафорой экзотической дальней земли.","Combined with its relative inaccessibility, ""Timbuktu"" has come to be used as a metaphor for exotic, distant lands."
ru-en-0742,flores_devtest,742,ru,en,"Эти две башни достигают 83 метра в высоту, а сам мост 378 метров в длину и имеет две полосы движения шириной 3,5 метра.","The two towers rise to a height of 83 meters, it's 378 meters long and it has two lanes of 3.50 m wide."
ru-en-0746,flores_devtest,746,ru,en,"Область Чако служила домом для разных групп местных племен, например для Гуайкуру и Паягуа, они выживали при помощи охоты, собирательства и рыбалки.","The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing."
ru-en-0761,flores_devtest,761,ru,en,"Зима может быть обманчиво холодной: температура редко опускается ниже нуля, но сочетание ветра и влажности воздуха создает ощущение более холодной погоды в сравнении с тем, что показывает термометр.","The winter can be deceptively chilly: temperatures rarely go below freezing, but the wind and humidity combine to make it feel colder than what the thermometer says."
ru-en-0768,flores_devtest,768,ru,en,Апиа – столица Самоа. Город расположен на острове Уполу и имеет население чуть менее 40 000 жителей.,"Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000."
ru-en-0771,flores_devtest,771,ru,en,"Все корабли затонули, за исключением одного британского крейсера. Погибли около 200 американских и немецких моряков.","All the ships were sunk, except for one British cruiser. Nearly 200 American and German lives were lost."
ru-en-0787,flores_devtest,787,ru,en,"Гребнистые крокодилы не ведут активную жизнь в океане, а их основная среда обитания — эстуарии рек к северу от Рокгемптона.","Saltwater Crocodiles do not actively live in the ocean, their primary habitat is in river estuaries north from Rockhampton."
ru-en-0814,flores_devtest,814,ru,en,"Если вы забронировали авиабилеты и проживание на 2020 год до того, как было объявлено о переносе даты, у вас может возникнуть непростая ситуация.","If you booked your flights and accommodation for 2020 before the postponement was announced, you may have a tricky situation."
ru-en-0823,flores_devtest,823,ru,en,"Путешественники могут встретиться с животными-вредителями, которых они не видели в своих родных краях.",Travellers may encounter animal pests that they are not familiar with in their home regions.
ru-en-0827,flores_devtest,827,ru,en,"Путешественники, направляющиеся в страны с высоким налогообложением, могут иногда сэкономить значительную сумму, особенно на таких товарах, как спиртные напитки и табак.","Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco."
ru-en-0831,flores_devtest,831,ru,en,"Однако, как ни странно, мобильная телефонная связь здесь намного лучше, чем на многих других участках маршрута, например в Пенсильвании Уайлдс.","Curiously, though, mobile phone service is much stronger here than along many other stretches of the route, e.g. the Pennsylvania Wilds."
ru-en-0857,flores_devtest,857,ru,en,"Европа — относительно маленький континент, но на нём много независимых государств. В обычных обстоятельствах путешествие через множество стран означало бы необходимость подачи прошений для получения визы и многократного прохождения паспортного контроля.","Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times."
ru-en-0885,flores_devtest,885,ru,en,Готовность зарубежных правительств выполнять свои обязательства по данным документам столь же весьма различна.,Willingness of foreign governments to honour these documents is just as widely variable.
ru-en-0902,flores_devtest,902,ru,en,"Сцены показывают на пирамидах, и разные пирамиды освещаются.",The scenes are displayed on the pyramids and the different pyramids are lit up.
ru-en-0913,flores_devtest,913,ru,en,"Вариант, становящийся всё более популярным для тех, кто планирует взять академический год, это путешествовать и учиться.",An increasingly more popular option for those planning a gap-year is to travel and learn.
ru-en-0950,flores_devtest,950,ru,en,Севернее посетите также великий Храм Фатимской Богоматери (усыпальница) — место всемирно известных явлений Девы Марии.,"Also to the north visit the great Sanctuary of Our Lady of Fatima (Shrine), a place of worldwide famous Marian apparitions."
ru-en-0978,flores_devtest,978,ru,en,В персидском языке относительно лёгкая и в основном закономерная грамматика.,Persian has a relatively easy and mostly regular grammar.
ru-en-0994,flores_devtest,994,ru,en,Внутренние водные пути могут стать хорошей темой для проведения какого-либо праздника.,Inland waterways can be a good theme to base a holiday around.
ru-uz-0063,flores_devtest,63,ru,uz,"Историки критикуют прошлую политику ФБР за то, что выделяла большую часть ресурсов на дела, которые легко раскрываются, особенно на дела об угоне автомобилей, с целью повышения уровня успешности работы агентства.","Tarixchilar agentlikning muvaffaqiyat darajasini kuchaytirish uchun osongina hal qilish mumkin bo'lgan, ayniqsa avtomobil o'g'rilanishi bo'yicha ishlarga resurslarning qaratilganligi uchun FQB agentligining o'tmishdagi siyosatlarini tanqid qildilar."
ru-uz-0068,flores_devtest,68,ru,uz,"Президент США Джордж Буш прибыл в Сингапур утром 16 ноября, начав свой недельный тур по Азии.","AQSH Prezidenti Jorj V. Bush, Osiyo bo'ylab bir haftalik sayohatini boshlab, 16-noyabr kuni tongda Singapurga yetib keldi."
ru-uz-0083,flores_devtest,83,ru,uz,"Девятый административный район, затопленный на 20 футов во время урагана Катрина, сейчас по пояс залит водой, поскольку дамба, находящаяся неподалеку, оказалась недостаточно высокой, чтобы удержать воду.","Katrina bo'roni vaqtida 20 fut balandlikdagi toshqinga guvoh bo'lgan to'qqizinchi bo'linma, suv yaqindagi to'g'ondan oshib o'tgani sababli, hozirda belgacha keladigan suv ostida qolgan."
ru-uz-0085,flores_devtest,85,ru,uz,Администратор Commons Адам Керден выразил своё разочарование в связи с удалениями в своем разговоре  в прошлом месяце с Wikinews.,Parlamentning quyi palatasi ma'muri Adam Kuerden o'tgan oyda Wikinews bilan suhbatida o'chirishlardan ranjiganini aytdi.
ru-uz-0091,flores_devtest,91,ru,uz,"Ученые смогли сделать вывод, что темная материя воздействует на другую темную материю так же, как и в случае с обычной материей.","Olimlar qora materiya boshqa qora materiyaga xuddi odatiy materiya ta'sir qilgani kabi ta'sir ko'rsatadi, degan xulosaga kelishdi."
ru-uz-0125,flores_devtest,125,ru,uz,"Человек, работающий в гараже недалеко от того места, где произошла авария, сказал: ""Там стояли дети, которые ждали, чтобы перейти дорогу. Все они кричали и плакали.","Ko'ngilsiz hodisa yuz bergan joy yaqinidagi garajda ishlayotgan kishi: ""U yerda yo'lni kesib o'tmoqchi bo'layotgan bolalar bor edi va ularning barchasi qichqirib yig'layotgandi"" deb aytdi."
ru-uz-0165,flores_devtest,165,ru,uz,"Начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными, чтобы избиратели и наблюдатели могли убедиться в том, что в начале голосования внутри нет конвертов и что к ним не добавлены какие-либо другие конверты, кроме конвертов тех людей, которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом.",1988-yildan beri ovoz beruvchilar va kuzatuvchilar boshlanishida konvertlar mavjud emasligi va mos tarzda sanalgan va vakolat berilgan ovoz beruvchilardan tashqari hech qanday konvertlar qo'shilmasligiga guvohlik bera olishlari uchun saylov qutilarining shaffof bo'lishi talab qilinadi.
ru-uz-0179,flores_devtest,179,ru,uz,"Этот матч стал последним для ""Олл Блэкс"", уже завоевавших кубок две недели назад.","Bu ikki hafta avval sovrin yutgan ""All Blacks"" jamoasi uchun oxirgi o'yin edi."
ru-uz-0195,flores_devtest,195,ru,uz,"Фотограф был доставлен в медицинский центр имени Рональда Рейгана при  Калифорнийском университете в Лос-Анджелесе, где он впоследствии скончался.",Fotosuratchi Ronald Reygan nomidagi UCLA Tibbiyot Markaziga yetkazilgan va keyinchalik u yerda vafot etgan.
ru-uz-0225,flores_devtest,225,ru,uz,Рок-группа должна была гастролировать по США и Канаде до 16 сентября.,Rok guruhi AQSH va Kanadada 16-sentyabrga qadar gastrol safarida bo'lishi kerak edi.
ru-uz-0277,flores_devtest,277,ru,uz,Полиция штата Мадхья-Прадеш вернула украденные ноутбук и мобильный телефон.,Madxya-Pradesh politsiyasi o'g'irlangan noutbuk hamda mobil telefonni qaytardi.
ru-uz-0356,flores_devtest,356,ru,uz,Для запуска в космос спутника или телескопа необходима гигантская ракета высотой более 100 футов.,Sun'iy yo'ldosh yoki teleskopni kosmosga joylashtirish uchun 100 futdan ortiq balandlikdagi ulkan raketa talab qilinadi.
ru-uz-0364,flores_devtest,364,ru,uz,Самки обычно находятся друг с другом в родстве и составляют большую семью сестёр и дочерей.,"Urg'ochilar, odatda, katta oilaning opa-singillari yoki qizi bo'lib, bir-biriga chambarchas bog'liqdir."
ru-uz-0397,flores_devtest,397,ru,uz,"На земле Ханаана не было больших лесов, поэтому древесина была чрезвычайно дорогой.","Kan'on yerlarida keng o'rmonlar yo'q edi, shu sababdan yog'och nihoyatda qimmat edi."
ru-uz-0418,flores_devtest,418,ru,uz,"Итальянская сборная по футболу, наряду с немецкой, является второй самой успешной командой в мире и в 2006 году выиграла Кубок мира ФИФА.","Italiya milliy futbol jamoasi Germaniya milliy futbol jamoasi qatori dunyodagi eng muvaffaqiyatli ikkinchi jamoa bo'lib, 2006-yilda FIFA Jahon chempionatida g'olib chiqqan."
ru-uz-0423,flores_devtest,423,ru,uz,"Тайвань берёт своё начало много лет назад, в XV веке, когда европейские мореплаватели, проплывающие мимо, записали название острова как Ilha Formosa, или ""прекрасный остров"".","Tayvanning boshlanishi 15-asrga borib taqaladi, bunda o'tib ketayotgan yevropalik dengizchilar orol nomini Ilha Formosa yoki go'zal orol deb yozib qoldirishadi."
ru-uz-0439,flores_devtest,439,ru,uz,Её всепроникающая сила коснулась каждого - от короля до простолюдина.,"Uning keng qamrovli qudrati shohdan tortib, oddiy insongacha ta'sir qildi."
ru-uz-0442,flores_devtest,442,ru,uz,Вскоре после начала военных действий Британия устроила морскую блокаду Германии.,"Harbiy harakatlar xurujidan ko'p o'tmay, Britaniya Germaniyani dengizda blokada qilishni boshladi."
ru-uz-0447,flores_devtest,447,ru,uz,"Познав ужасы и зверства Первой мировой войны, государства хотели избежать подобной ситуации в будущем.",Birinchi jahon urushi vaqtida urush dahshatlari va vahshiyliklarini ko'rgan xalqlar kelajakda shu kabi holatlarning oldini olishni istaganlar.
ru-uz-0449,flores_devtest,449,ru,uz,"Он приехал в США с четырьмя центами в кармане, книгой стихов и рекомендательным письмом от Чарльза Бэтчелора, который был его начальником на предыдущей работе, к Томасу Эдисону.","U AQSHga o'z nomidagi 4 sent, she'riy kitob va Charlz Batchelordan (oldingi ish joyidagi ish boshqaruvchisi) Tomas Edisonga tavsiyanoma bilan kelgandi."
ru-uz-0491,flores_devtest,491,ru,uz,В этот момент и произошел переход титула Столицы Моды от Константинополя к Парижу.,Moda poytaxti unvonining Konstantinopoldan Parijga o'tishi aynan shu vaqtda yuz berdi.
ru-uz-0502,flores_devtest,502,ru,uz,"Представители определенной субкультуры зачастую заявляют о своей принадлежности через своеобразное и символичное использование стиля, в том числе через моду, манеры и жаргон.","Submadaniyat a'zolari ko'pincha o'z a'zoliklarini modalar, xulq-atvor va jargonlarni o'z ichiga olgan uslubdan o'ziga xos va ramziy foydalanish orqali namoyon etadilar."
ru-uz-0512,flores_devtest,512,ru,uz,Дети передаются под опеку по множеству разнообразных причин: от беспризорности до жестокого обращения и даже вымогательств.,"Bolalar e'tiborsizlikdan tortib, zo'ravonlik va hatto tovlamachilikka qadar turli sabablarga ko'ra homiylik parvarishiga topshiriladi."
ru-uz-0540,flores_devtest,540,ru,uz,"Тибетский буддизм основан на учениях Будды, но был дополнен махаянским путем любви и множеством техник индийской йоги.","Tibet buddizmi Budda ta'limotlariga asoslanadi, lekin muhabbatning mahayana yo'li bilan va hind yogasining ko'plab uslublari bilan kengaytirilgan."
ru-uz-0552,flores_devtest,552,ru,uz,"В это же время немецкий военно-морской флот, используя в основном свои подводные лодки, пытался остановить это движение.","Shu bilan birga Nemis dengiz floti, asosan, dengizosti qayiqlaridan foydalanib, ushbu transport harakatini to'xtatishga urinayotgandi."
ru-uz-0631,flores_devtest,631,ru,uz,"Население Ватикана составляет около 800 человек. Это самая маленькая независимая страна в мире, а также страна, имеющая наименьшее население.",Vatikan shahri aholisi 800 kishi atrofida. U dunyodagi eng kichik mustaqil davlat va eng kam aholiga ega mamlakatdir.
ru-uz-0632,flores_devtest,632,ru,uz,В Ватикане используют итальянский язык в законодательстве и официальных сообщениях.,Vatikan shahri qonunchilik va rasmiy muloqot uchun italyan tilini qo'llaydi.
ru-uz-0636,flores_devtest,636,ru,uz,"Философ Аристотель считал, что всё состоит из смеси одного или нескольких из четырёх элементов. Это были земля, вода, воздух и огонь.","Faylasuf Aristotel barcha narsa to'rt unsurning bir yoki bir nechtasi aralashmasidan tashkil topgan degan nazariyani ilgari surgan. Ularni tuproq, suv, havo va olov ekanligini aytib o'tgan."
ru-uz-0676,flores_devtest,676,ru,uz,Появление новых технологий позволяет нам увидеть и исследовать невиданные ранее структуры и процессы мозга.,Yangi texnologiyalarning rivojlanishi bizga oldin hech qachon kuzatilmagan miyaning tuzilishi hamda ishlash jarayonini ko'rish va tadqiq etish imkon yaratdi.
ru-uz-0685,flores_devtest,685,ru,uz,Выкладывание экскурсии в виртуальное пространство для всеобщего обозрения — это также отличный способ освежить в памяти экскурсию и поделиться своим полученными знаниями с будущими классами.,Ekskursiyalarni virtual tarzda bo'lishish sayohat haqida fikr yuritish va kelasi darslar bilan tajriba almashish uchun ajoyib usuldir.
ru-uz-0700,flores_devtest,700,ru,uz,"Арабы также принесли в этот регион ислам, особенно он укоренился на Коморах и Майотте.",Arablar bu yerlarga islomni ham olib kelishdi va bu Komor orollari hamda Mayottada katta ahamiyat kasb etdi.
ru-uz-0704,flores_devtest,704,ru,uz,Также полезно носить кольцо (только не слишком дорогое на вид).,Uzuk taqish ham foydali (shunchaki nihoyatda qimmat ko'rinmaydiganini.
ru-uz-0717,flores_devtest,717,ru,uz,"В связи со своей относительной недоступностью, ""Тимбукту"" стал метафорой экзотической дальней земли.","Yetishish imkoniyati nisbatan kamligi bilan birga, ""Timbuktu"" uzoq, ekzotik o'lkalar uchun metafora sifatida ishlatila boshlandi."
ru-uz-0742,flores_devtest,742,ru,uz,"Эти две башни достигают 83 метра в высоту, а сам мост 378 метров в длину и имеет две полосы движения шириной 3,5 метра.","Ikki minoraning balandligi 83 metrga yetadi, u uzunligi 378 metr hamda kengligi 3,5 m bo'lgan ikkita yo'lakchaga ega."
ru-uz-0746,flores_devtest,746,ru,uz,"Область Чако служила домом для разных групп местных племен, например для Гуайкуру и Паягуа, они выживали при помощи охоты, собирательства и рыбалки.","Chako mintaqasida Guaykuru va Payagua kabi mahalliy qabilalarning boshqa guruhlari yashab, ular ovchilik, termachilik va baliq ovlash orqali hayotlarini saqlab qolishgan."
ru-uz-0761,flores_devtest,761,ru,uz,"Зима может быть обманчиво холодной: температура редко опускается ниже нуля, но сочетание ветра и влажности воздуха создает ощущение более холодной погоды в сравнении с тем, что показывает термометр.","Qish chalg'itadigan sovuq bo'lishi mumkin: haroratlar kamdan-ham hollarda muzlash nuqtasidan pastga tushadi, biroq shamol va namlik birlashgan holda termometr ko'rsatganiga qaraganda sovuqroqdek tuyulishi mumkin."
ru-uz-0768,flores_devtest,768,ru,uz,Апиа – столица Самоа. Город расположен на острове Уполу и имеет население чуть менее 40 000 жителей.,Apia Samoaning poytaxtidir. Shahar Upolu orolida va 40 000 nafardan kamroq aholiga ega.
ru-uz-0771,flores_devtest,771,ru,uz,"Все корабли затонули, за исключением одного британского крейсера. Погибли около 200 американских и немецких моряков.",Bitta Britaniya kreyseridan boshqa barcha kemalar cho'ktirilgan edi. 200 ga yaqin amerikalik va nemis halok bo'lgan.
ru-uz-0787,flores_devtest,787,ru,uz,"Гребнистые крокодилы не ведут активную жизнь в океане, а их основная среда обитания — эстуарии рек к северу от Рокгемптона.","Sho'r suv timsohlari okeanda ko'p uchramaydi, ularning asosiy yashash joyi Rokxemptondan shimolda joylashgan daryolarning quyilish joylaridir."
ru-uz-0814,flores_devtest,814,ru,uz,"Если вы забронировали авиабилеты и проживание на 2020 год до того, как было объявлено о переносе даты, у вас может возникнуть непростая ситуация.","Agar siz kechiktirish e'lon qilinishidan avval 2020-yil uchun reyslar va mehmonxonani buyurtna qilgan bo'lsangiz, siz qiyin vaziyatda qolishingiz mumkin."
ru-uz-0823,flores_devtest,823,ru,uz,"Путешественники могут встретиться с животными-вредителями, которых они не видели в своих родных краях.",Sayyohlar o'z mintaqalarida noma'lum bo'lgan hayvon parazitlariga duch kelishlari mumkin.
ru-uz-0827,flores_devtest,827,ru,uz,"Путешественники, направляющиеся в страны с высоким налогообложением, могут иногда сэкономить значительную сумму, особенно на таких товарах, как спиртные напитки и табак.","Og'ir soliqlarga ega mamlakatlarga boruvchi sayohatchilar ba'zi hollarda, ayniqsa, spirtli ichimliklar va tamaki mahsulotlari kabilardan anchagina pul tejab qolishlari mumkin."
ru-uz-0831,flores_devtest,831,ru,uz,"Однако, как ни странно, мобильная телефонная связь здесь намного лучше, чем на многих других участках маршрута, например в Пенсильвании Уайлдс.","Qizig'i shuki, bu yerda mobil telefon xizmati, boshqa ko'p yo'nalishlarga qaraganda, masalan, Pensilvaniya Uayldzdan ko'ra ancha kuchliroq."
ru-uz-0857,flores_devtest,857,ru,uz,"Европа — относительно маленький континент, но на нём много независимых государств. В обычных обстоятельствах путешествие через множество стран означало бы необходимость подачи прошений для получения визы и многократного прохождения паспортного контроля.","Yevropa nisbatan kichik, biroq ko'plab mustaqil davlatlarga ega bo'lgan qit'adir. Odatiy sharoitlarda bir nechta mamlakatlar bo'ylab sayohat qilish bir necha marta vizaga ariza topshirish va pasport nazoratidan o'tish kerakligini anglatadi."
ru-uz-0885,flores_devtest,885,ru,uz,Готовность зарубежных правительств выполнять свои обязательства по данным документам столь же весьма различна.,Chet el hukumatlarining mazkur hujjatlarni hurmat qilishga tayyorligi xuddi shu darajada o'zgaruvchandir.
ru-uz-0902,flores_devtest,902,ru,uz,"Сцены показывают на пирамидах, и разные пирамиды освещаются.",Sahnalar piramidalar ustida namoyish etildi va turli xil piramidalar yoritildi.
ru-uz-0913,flores_devtest,913,ru,uz,"Вариант, становящийся всё более популярным для тех, кто планирует взять академический год, это путешествовать и учиться.",Akademik ta'tilni rejalashtirayotganlar orasida tobora ommalashib borayotgan tanlov – sayohat hamda o'rganishdir.
ru-uz-0950,flores_devtest,950,ru,uz,Севернее посетите также великий Храм Фатимской Богоматери (усыпальница) — место всемирно известных явлений Девы Марии.,Yana shimolda butun dunyoga mashhur bo'lgan Mariam onamizning ko'rinish joyi bo'lgan Fotima onamiz ibodatxonasiga (Muqaddas jiy) ham tashrif buyuring.
ru-uz-0978,flores_devtest,978,ru,uz,В персидском языке относительно лёгкая и в основном закономерная грамматика.,Fors tili nisbatan oson va aksariyat hollarda o'zgarmas grammatikaga ega.
ru-uz-0994,flores_devtest,994,ru,uz,Внутренние водные пути могут стать хорошей темой для проведения какого-либо праздника.,Ichki suv yo'llari ta'til uchun yaxshi mavzu bo'lishi mumkin.
ru-zh-0063,flores_devtest,63,ru,zh,"Историки критикуют прошлую политику ФБР за то, что выделяла большую часть ресурсов на дела, которые легко раскрываются, особенно на дела об угоне автомобилей, с целью повышения уровня успешности работы агентства.",历史学家批判了联邦调查局的过往政策，这种政策会把资源集中到容易破获的案件上，尤以偷车案件居多，目的只在于提高该机构的成功破案率。
ru-zh-0068,flores_devtest,68,ru,zh,"Президент США Джордж Буш прибыл в Сингапур утром 16 ноября, начав свой недельный тур по Азии.",美国总统乔治·沃克·布什于 11 月 16 日上午抵达新加坡，开始为期一周的亚洲之行。
ru-zh-0083,flores_devtest,83,ru,zh,"Девятый административный район, затопленный на 20 футов во время урагана Катрина, сейчас по пояс залит водой, поскольку дамба, находящаяся неподалеку, оказалась недостаточно высокой, чтобы удержать воду.",“卡特里娜”飓风来袭时，第九区洪水水位一度高达 20 英尺，由于附近的防洪堤已经被淹没，目前水位已达齐腰深度。
ru-zh-0085,flores_devtest,85,ru,zh,Администратор Commons Адам Керден выразил своё разочарование в связи с удалениями в своем разговоре  в прошлом месяце с Wikinews.,共享资源管理员亚当·库尔登 (Adam Cuerden) 上个月在接受维基新闻 (Wikinews) 采访时表达了他对删除相关内容的不满。
ru-zh-0091,flores_devtest,91,ru,zh,"Ученые смогли сделать вывод, что темная материя воздействует на другую темную материю так же, как и в случае с обычной материей.",科学家们可以得出结论，暗物质对其他暗物质的影响方式与普通物质相同。
ru-zh-0125,flores_devtest,125,ru,zh,"Человек, работающий в гараже недалеко от того места, где произошла авария, сказал: ""Там стояли дети, которые ждали, чтобы перейти дорогу. Все они кричали и плакали.",一名在事故发生地附近的车库立的工作人员说：“孩子们正等着过马路，并且都在大声尖叫，哭个不停。”
ru-zh-0165,flores_devtest,165,ru,zh,"Начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными, чтобы избиратели и наблюдатели могли убедиться в том, что в начале голосования внутри нет конвертов и что к ним не добавлены какие-либо другие конверты, кроме конвертов тех людей, которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом.",自 1988 年以来，投票箱就必须是透明的，这样选民和观察员才能看到投票开始时箱内没有信封，还能看到除了那些及时统计过、有权投票的选民以外，没有其他人向箱内投入信封。
ru-zh-0179,flores_devtest,179,ru,zh,"Этот матч стал последним для ""Олл Блэкс"", уже завоевавших кубок две недели назад.",全黑队在两周前已经赢得了奖杯，而这场比赛是他们打的最后一场。
ru-zh-0195,flores_devtest,195,ru,zh,"Фотограф был доставлен в медицинский центр имени Рональда Рейгана при  Калифорнийском университете в Лос-Анджелесе, где он впоследствии скончался.",这名摄影师被送往加州大学洛杉矶分校罗纳德·里根医疗中心，其后不治。
ru-zh-0225,flores_devtest,225,ru,zh,Рок-группа должна была гастролировать по США и Канаде до 16 сентября.,这支摇滚乐队原定在美国和加拿大巡演，一直持续到 9 月 16 日。
ru-zh-0277,flores_devtest,277,ru,zh,Полиция штата Мадхья-Прадеш вернула украденные ноутбук и мобильный телефон.,中央邦警方追回了被盗的笔记本电脑和手机。
ru-zh-0356,flores_devtest,356,ru,zh,Для запуска в космос спутника или телескопа необходима гигантская ракета высотой более 100 футов.,要把卫星或望远镜送入太空，需要一枚超过 100 英尺高的巨型火箭。
ru-zh-0364,flores_devtest,364,ru,zh,Самки обычно находятся друг с другом в родстве и составляют большую семью сестёр и дочерей.,作为大家庭里的姐妹和女儿，雌性之间通常彼此关系密切。
